A,B,C,D,E,F
9.7702,0.6407,-0.3315,11.4360,7.7374,7.8228
9.0040,10.1360,-2.0887,0.1281,0.0707,12.3280
8.7536,1.8133,11.2350,10.7410,8.6186,-0.0077
10.6590,11.0270,10.4420,-2.7443,-0.2377,10.7960
11.5760,10.2620,1.7593,-3.3935,12.5950,-3.2261
1.9712,10.8260,8.7332,9.4437,2.6842,12.5120
11.1940,-0.3011,10.2250,8.6578,-0.3365,8.5528
9.8326,12.9390,8.0623,10.4950,11.6910,-1.7716
0.0905,-1.6373,-0.9284,7.3432,10.8640,-3.2854
13.6290,0.1817,1.3656,1.1165,-0.8293,-0.0175
9.1553,1.7006,1.4377,8.1211,-0.0221,10.7890
7.8010,8.5249,-0.5876,-2.8952,9.8232,10.4340
-0.1134,10.3920,-2.3904,-0.6214,9.8236,-0.0223
-2.2479,10.5350,8.6057,11.0460,1.1043,2.6144
-1.0588,11.7320,1.5657,9.1912,10.9250,1.4249
-1.2061,13.8470,9.9881,10.7040,0.2572,0.9139
10.2550,13.5160,0.3667,12.6720,0.0728,0.7339
12.5010,1.2877,1.4310,-0.6769,-0.3423,11.3460
10.5620,2.0585,10.7450,7.6762,9.2839,-0.2572
8.7132,-1.6560,12.2660,2.2806,10.1500,0.6996
9.1061,1.5871,12.1280,-2.3563,10.1930,0.9733
-1.6123,11.7650,1.0863,-0.6398,-1.2546,9.9650
0.8904,11.5570,1.1419,-0.1934,10.6130,-2.1144
14.1880,13.4430,0.7196,8.0233,2.3790,-2.3871
12.3860,0.1581,10.5000,-0.7723,1.7293,2.6320
-1.7780,-1.6096,0.1361,-0.8484,8.4884,9.7483
10.3590,7.9604,2.4551,-4.1790,11.2310,-1.8641
8.2787,9.6987,2.7416,10.7220,8.7646,10.4830
2.0434,10.7040,8.8404,-0.7194,-1.8487,4.1442
10.1810,0.9806,10.7050,1.6987,11.5230,11.4350
12.0410,10.0730,0.8915,8.6549,10.0400,10.1830
0.1111,-1.2070,-2.2849,0.7440,6.7234,3.2859
9.2494,10.1510,7.6730,-3.8780,7.5521,0.5305
10.0650,12.6770,10.1730,-3.0165,6.3145,8.7577
11.2700,10.1800,9.6693,9.1888,-1.0999,-0.8684
-2.4807,1.1546,-0.5807,10.1670,8.9522,-0.7193
0.5975,1.5674,7.7833,8.1625,10.9830,10.8120
0.5666,-2.2725,7.8138,-0.1309,-2.4507,0.5451
1.0607,0.3824,-0.2091,9.0376,10.3280,10.4610
10.5860,7.4421,7.5212,-1.4053,-1.3824,1.0886
-1.1722,10.9050,7.6075,2.4551,2.1256,12.6490
-2.1792,0.9190,11.0770,0.1994,12.4030,0.1414
12.8460,8.1054,8.6532,-0.5380,1.2458,-0.1925
0.6280,10.5100,0.7746,11.2900,10.8260,-0.5570
0.5833,10.2690,-0.0827,-0.8256,2.2177,12.8940
2.3399,-3.6037,7.8420,11.8510,-0.9358,-0.3540
7.5646,0.8362,11.1230,1.5199,10.7460,1.1465
2.9055,10.9540,-0.4970,1.9111,0.3695,1.2644
-2.0740,10.9300,8.4628,2.1844,9.0637,2.6209
-3.0072,-0.5024,-0.8611,-2.8415,2.2331,11.3860
11.2150,7.4747,3.6682,13.9790,0.1905,-2.9970
-0.7466,3.1037,9.7605,-1.3749,9.0582,8.7545
1.2378,-1.1941,10.5090,6.7269,0.1608,10.6360
7.6470,9.5980,9.5535,2.1220,9.6334,0.7941
2.3945,0.1654,-0.8957,7.7649,13.6890,10.4430
1.0353,-2.2050,9.4847,1.9705,-2.3344,9.9706
10.0430,1.4507,7.5280,8.7212,0.2187,7.8865
-0.4752,12.4240,-1.3890,9.8392,0.4447,10.7970
11.8030,3.3720,13.4020,10.8500,4.9296,-2.0691
7.5764,8.6382,10.7800,1.6172,6.7052,9.6002
7.5994,7.9645,9.6700,-0.0046,1.1662,10.8220
0.1313,1.7119,7.4051,9.9839,-3.5736,0.4456
1.2172,10.6130,8.7266,1.1375,9.4570,-0.2355
-0.5740,-1.3424,-3.1494,0.0280,9.1183,1.3397
11.8830,10.6320,-1.4897,9.5628,0.8435,11.2100
-1.3570,2.2490,0.5717,11.9520,-0.4460,12.3880
6.9623,2.5049,1.0961,0.3383,12.3520,0.6627
10.9120,11.0010,10.4360,-0.2746,-0.3884,0.0186
0.6168,-0.9156,8.9677,0.4035,0.0959,11.0990
-0.1142,9.5441,1.7225,0.3322,8.9248,10.4180
-1.4756,1.3356,7.1844,0.0256,11.1320,2.2831
7.3086,-2.0356,10.2890,-2.1850,0.8332,-0.3406
8.5733,1.9959,10.4570,-0.4294,-3.5473,9.8781
8.1832,9.4335,7.9471,10.1160,9.7819,0.9354
11.0030,10.2540,1.2153,0.4855,8.0210,1.6146
8.9505,1.6696,0.6156,7.8824,7.6783,-0.4086
-1.0429,11.6540,11.8830,-0.5974,-1.1274,11.8000
1.7883,-1.1845,-1.6177,10.8540,-1.6183,3.6056
1.0076,11.6500,11.7670,12.0400,9.1840,9.9618
1.6743,7.8721,-0.0039,-2.5400,9.9316,8.7710
7.5276,10.6360,7.0149,11.1830,-1.2953,-2.3341
10.7660,-1.9931,10.4850,1.9823,-1.2996,0.2769
9.4275,0.5305,12.1280,-1.7561,-1.4976,10.8570
1.5549,-1.0756,10.7170,7.8938,9.8920,0.8657
-0.3397,8.4095,10.5650,-0.1156,9.4850,6.5183
8.6028,-0.6064,0.2312,-0.5094,1.4329,9.2033
11.1000,10.2180,13.6480,10.2280,11.2970,9.8836
9.5257,0.9381,12.3780,2.3874,9.4819,8.1346
1.6020,11.3230,0.0591,9.5622,10.2690,0.3018
13.0050,-0.8788,9.8853,9.8114,-1.6613,11.4110
-0.1591,7.4413,10.8790,1.8533,-1.8733,8.9818
-2.5216,9.9612,9.4559,0.1374,7.9893,8.2524
11.4540,8.6905,7.5732,10.4810,2.0446,7.9994
0.7465,9.1874,1.8108,-0.8714,7.6124,9.5688
-1.6398,9.4629,1.8010,0.7793,-3.0218,-0.5139
9.7802,-0.9981,1.2991,11.1770,10.3510,10.6610
10.5930,14.2140,-1.1790,11.0940,9.3799,11.0280
13.3270,10.3460,-0.1377,10.7260,8.4079,-1.2145
1.6174,1.2881,7.4264,12.7370,-1.7405,-1.0808
0.5033,11.7800,-1.6217,-0.9215,0.6467,-0.8140
0.6583,8.9363,-1.1421,9.6854,-0.5712,0.0632
13.0570,10.1190,0.2364,-0.1972,-0.0307,9.0554
-1.2318,10.3420,9.3616,-0.6236,10.3740,-1.7310
-1.2835,5.8482,0.8475,10.3220,-0.0308,9.6493
1.2502,1.4473,-0.5051,0.9443,1.3376,12.5070
8.6916,-0.4321,9.7329,9.8429,2.9928,0.6662
0.2761,0.2433,11.6570,-0.3172,8.7893,0.4800
10.7910,-0.1362,-0.1525,11.9160,12.0550,7.7623
-0.5878,8.7039,11.9520,11.0480,0.2199,0.8549
-0.1833,9.8577,9.3971,0.7387,11.1870,3.6077
1.6590,1.5587,0.2253,-1.0654,9.7206,12.0380
10.5300,1.2886,8.7639,11.6030,0.0186,8.5628
10.9300,8.0259,-0.5965,14.2920,8.5643,11.7720
10.5260,-2.3777,10.0400,1.6214,8.4161,-1.8888
2.5210,10.8360,-1.8684,1.1583,-0.7587,0.7880
8.9763,-1.8692,-0.0503,1.2315,2.3109,8.5913
10.4400,-0.1144,-0.9642,11.8130,8.9972,-3.7107
10.0210,-1.7193,8.6085,9.5707,7.8523,0.6898
-1.7500,10.3310,-2.5770,1.7110,0.2585,-0.1128
13.0790,6.7801,7.4272,1.5895,8.9189,10.1600
13.3220,-1.6167,4.5125,10.5190,9.4479,-0.1286
7.9612,0.5078,10.1280,9.1311,8.2938,10.6540
14.1730,8.4654,0.5191,10.9430,11.2140,-2.2177
2.9976,9.1539,8.8607,10.8480,-0.2078,11.4880
10.0090,11.8640,2.7613,9.0753,3.4304,11.9190
-1.3769,1.6819,10.5340,9.6269,7.1429,9.2703
12.1240,7.7288,1.9495,0.5044,9.1094,8.7726
-1.1430,-0.9087,1.1136,-2.0659,10.9470,0.4086
9.4995,-1.1523,0.0454,8.1476,10.0950,1.4507
9.8993,8.6367,13.3570,0.2372,7.9003,0.2777
11.6590,11.4350,11.4080,1.2218,2.1858,10.8310
9.4320,-0.7581,5.5657,-1.8578,1.9841,-1.6969
1.5726,9.7091,11.6130,9.8672,9.1801,9.8935
9.3388,9.5072,7.7444,9.1408,9.7624,-1.1852
0.6884,0.7262,9.6447,11.5290,6.1679,-2.4070
12.7500,8.7199,7.5526,0.0918,9.1898,9.1298
1.0606,8.1595,-1.9645,-0.5210,11.5290,8.3044
13.2000,9.2049,7.7754,0.3524,10.2790,9.8919
10.0460,7.2667,12.7690,-0.8302,1.6623,9.1495
9.1117,10.2730,12.1960,4.4887,0.6216,-2.0371
2.3888,10.3760,0.2886,8.3961,9.9983,8.4942
-0.2871,9.5270,0.6128,-0.8292,-2.0300,8.4322
0.6730,10.1360,-1.7367,2.8997,-0.0018,10.2200
1.0278,-0.0116,1.5195,0.2920,1.4901,12.0040
1.9822,9.7685,-2.8805,5.0932,10.1720,6.6727
12.3610,-0.4911,-1.9794,11.7980,1.2792,9.8917
10.2260,1.5126,10.9600,10.6010,9.6160,7.9612
2.1811,-0.2961,8.2009,15.7810,-1.8892,11.2950
-0.7696,3.2600,1.9768,12.6420,-1.1801,-1.1748
-1.7393,-0.3346,3.0353,8.0323,0.4031,2.7106
12.2930,-1.8882,12.9630,10.8590,8.5808,0.6793
0.1719,9.3043,1.4505,12.1010,-0.2424,9.6019
-0.2992,11.6480,9.3094,9.1482,12.1470,1.9416
0.0784,9.0141,13.6470,9.7530,9.6590,-0.6388
7.9607,-1.0021,12.6560,11.8640,1.9815,-0.2781
8.9919,10.4320,-1.4490,1.9158,12.3340,2.5102
-0.8938,12.5650,8.4630,-1.5675,10.4350,12.3680
2.3652,1.5363,-1.1714,-1.0084,-2.5265,1.6554
1.6453,-3.3152,2.2550,7.1172,10.4370,1.8089
-0.4303,-1.7757,9.8715,11.1400,8.8401,1.5623
9.3327,9.2314,-1.4271,-1.9034,-0.2146,10.0630
2.9419,2.0233,8.8258,1.6207,1.0168,0.4462
0.6488,11.5580,11.1300,0.6542,7.7047,1.2809
-0.1158,11.9720,8.5314,10.7800,-1.0047,8.4323
8.3030,0.5252,-1.4391,0.3821,9.8572,9.7672
11.2580,0.1909,-0.9797,8.3407,-0.0301,11.5740
12.2730,7.6728,-0.3456,-0.4935,3.8268,-0.5513
8.2821,5.9525,10.7840,8.2287,7.5758,10.3520
9.5073,-0.8181,8.8168,-1.9748,-0.4625,14.3790
7.9947,11.0580,10.3790,11.0930,10.9660,10.3560
9.9796,0.6351,-1.3137,-0.4677,-0.0536,8.3190
0.0340,2.7376,-1.7773,9.0514,0.1390,7.8205
-2.1581,0.4524,-0.8118,-2.7663,0.3635,-0.4232
8.5370,9.4049,-3.9434,11.4930,11.0380,2.6571
11.3860,11.8720,7.4518,10.0180,0.7296,10.2840
9.6808,6.5374,-0.7172,6.5810,0.2239,10.1460
12.4180,8.5946,10.5980,1.5792,10.4890,10.3390
-0.0109,0.4837,-2.0401,1.3349,8.1917,-0.2362
0.7504,9.2945,0.9498,-0.2548,11.0120,0.7449
0.7239,11.4910,10.8920,9.6373,11.8690,11.9740
11.8130,-2.2156,12.2260,2.4968,8.4978,10.0450
8.6375,9.1165,2.9449,9.7755,13.1160,6.7108
8.9336,9.6820,-1.0041,8.8484,-3.8877,10.2160
8.0290,7.9004,12.7620,11.8270,6.9190,11.8100
-1.3033,7.7414,9.9286,10.9300,1.5813,9.5848
-0.1214,2.4919,2.0339,10.2530,11.3350,-0.6461
-1.1631,-2.2920,10.1640,1.7371,-3.4017,8.4785
0.6769,0.8960,-3.1468,6.4205,8.8858,-0.5154
8.6863,9.9190,-0.1620,10.4110,2.3068,10.0490
1.2199,-1.1961,10.3720,-1.2486,8.4010,11.6990
1.5753,9.7386,-1.4248,10.0020,-0.5419,0.3687
-1.0073,-1.2186,-1.2294,10.5730,0.9967,8.6818
9.5001,0.4296,0.7042,-0.7490,8.2971,8.7835
-2.2855,8.5697,-1.6612,8.2040,13.6600,7.2095
8.8144,10.3990,-0.9969,7.6404,0.9596,11.7840
10.4170,-1.6813,0.0792,11.2150,-1.1785,10.3530
10.4390,10.2030,10.8700,8.7473,11.1630,9.3441
-0.7030,0.1408,10.7860,8.4779,-2.1625,0.9098
0.5650,-0.9686,0.8571,1.3052,11.5840,8.0630
-0.5224,9.8451,0.3947,1.4709,7.1159,10.6400
0.3182,0.0022,-1.6524,9.2049,11.9220,1.7672
1.6568,-0.8745,8.7372,9.6895,-1.0896,9.9808
11.6070,11.0850,8.5487,2.4035,9.2323,8.6926
11.6680,9.6019,2.1187,9.4397,9.9186,-0.1694
-2.2376,10.6790,-1.6053,9.1318,11.5250,9.5328
9.5879,-1.8444,0.1412,-0.2327,1.2507,0.7070
-0.8393,10.0320,1.4202,-0.1397,-1.0748,12.3380
12.6220,5.1741,1.0211,-2.2276,9.5873,11.5990
-2.2873,9.1971,-0.1578,9.0826,9.8919,7.8636
11.4180,11.3770,7.6850,7.9521,-3.2866,9.8611
-2.8705,8.6843,12.2350,0.8963,1.5039,7.8342
-0.8672,1.3445,10.9260,-2.5419,-0.6549,-0.7615
4.4369,2.6152,10.9150,1.4070,-0.1404,9.0271
8.9940,9.8850,1.6846,1.4721,11.1380,0.8048
8.9290,0.5622,13.1120,10.9160,-1.6984,1.9931
12.7300,0.9192,6.9808,1.2735,-1.0437,-0.1471
8.9780,-0.1106,8.0223,1.2018,-2.6759,10.7440
10.9880,-0.3064,-0.1505,1.9277,5.7281,13.4210
9.9409,0.5910,11.4770,-0.7328,12.2350,10.8720
1.3191,-0.4260,11.3940,11.0260,11.3880,0.2155
0.9822,-0.6362,-1.3523,1.4348,-0.0082,-0.5846
1.8704,-2.4897,-1.3977,-0.4022,-2.2067,-2.5404
9.4486,0.0447,-1.3302,-2.5800,3.3430,-0.2597
11.0550,-0.3713,9.5693,0.3190,10.8430,10.3210
-0.0839,-0.7751,11.0410,8.1397,7.5891,11.0760
-0.5502,8.3202,10.3570,8.5945,0.7157,2.2809
10.3210,9.2638,11.7460,10.2960,11.7170,9.0542
1.1859,11.4720,-0.2088,9.8230,7.8197,-0.1632
11.2570,10.3820,-2.1231,-2.4553,0.1721,0.8191
0.7313,-1.3439,10.2430,1.6865,10.5000,9.9624
8.3489,9.4193,-2.2700,0.6295,7.7923,9.0274
-0.3939,9.2363,2.6854,9.6273,11.2820,3.8256
9.1724,0.7542,10.1350,10.1680,10.4570,12.0490
-1.9625,12.2990,0.3304,-1.1269,-0.1198,0.1974
-1.7663,-2.5082,9.2014,0.9629,1.3995,5.6671
-2.0789,11.5020,-0.4646,11.0280,10.1330,9.4111
-2.3906,-2.1793,8.2736,10.3380,3.5584,9.7132
10.3230,-0.8371,10.9710,1.4769,0.9364,10.2660
-0.9060,1.7514,-0.8887,10.4720,0.5262,1.2245
11.9100,10.2550,9.8966,1.7691,9.2489,-0.8893
2.8980,-0.6863,9.4494,9.9060,0.6653,13.0140
8.8629,9.4534,1.4569,9.4495,0.0870,-0.4022
1.5789,8.6200,2.3690,11.5720,2.3658,1.0174
-1.9750,8.4596,-0.5866,9.5976,-1.7778,0.9541
-1.6835,-1.5488,8.6778,0.7893,0.8369,-1.2839
8.1936,10.3460,-1.1371,-1.3046,9.1531,10.6700
1.7852,0.0300,0.5217,10.7170,7.8417,1.6269
8.0677,-1.8830,-0.5877,-2.4397,11.9460,12.5670
10.0990,1.5483,0.7385,8.9462,9.8258,-2.9584
7.7663,-1.5104,11.0380,3.2377,-0.4259,0.4542
11.7020,-0.9761,2.5880,-1.5965,0.0827,-2.2782
11.4490,10.3830,-1.8813,11.1050,9.8224,9.9061
11.0720,-2.6820,10.4190,13.1880,-2.6367,0.1753
3.5955,9.2587,9.4254,10.4240,9.7890,0.4558
-0.1740,6.9859,3.8470,8.5624,1.6318,8.8367
-1.6305,11.8060,2.2674,7.7791,-2.0342,-0.2191
10.4670,9.4816,1.3391,6.2317,9.1777,8.4958
10.3560,3.7282,1.9710,1.8346,10.1100,-0.2671
0.0930,10.6590,0.8930,7.9725,0.8538,2.2720
10.0470,0.0174,0.0209,1.1341,8.6461,9.3126
10.6880,9.1434,9.7351,0.3006,8.8308,-0.6559
10.1010,11.9400,7.2306,0.9058,11.7330,2.2635
-1.2216,10.1990,0.5432,10.6080,-2.3517,0.0033
-1.7463,8.0737,13.3670,-0.9306,0.3337,9.4637
10.0520,-0.2552,10.3330,2.4575,9.9766,0.1103
9.4523,9.7525,11.5610,9.3711,10.0990,0.3836
9.2088,10.2650,-2.1388,8.9942,2.7721,-2.0650
9.4007,10.0410,-1.9987,9.6050,-0.6731,3.0425
-0.5005,9.0789,-1.4623,6.1753,-3.2270,9.2828
11.9880,-0.2686,-0.1627,-1.2201,10.4410,-1.1823
-1.0396,10.3210,-0.8058,10.6320,-1.8341,8.9032
-1.2099,0.1888,0.2050,10.8260,11.5030,11.0450
7.1685,10.8530,-1.1547,10.8030,8.6982,1.7869
0.5517,7.4673,-2.1802,10.6900,12.2460,-2.0376
10.1890,-0.6884,-2.1099,-0.8207,1.0084,8.6220
-2.9253,-0.3212,9.2206,10.2550,8.2936,-0.0366
13.4760,9.0771,9.5748,11.1990,12.3820,11.7390
-2.2497,8.6924,9.3782,-2.1244,8.3861,-0.9444
-1.7946,9.8792,1.7528,1.3153,-0.6347,8.7721
1.0480,-0.5875,-3.2570,9.5638,7.0009,7.5569
-1.4230,9.0804,0.6234,0.9819,-1.9413,-1.2106
10.7250,1.5651,7.4192,1.7836,9.9878,9.9460
9.9212,8.4542,12.0080,12.7610,-1.7479,11.2830
1.5242,1.5840,8.5554,1.9627,0.5592,1.2331
-0.7721,11.1110,0.0245,-0.3857,1.2155,8.8835
9.1991,0.6111,9.3123,10.2080,-1.4324,11.1100
-1.4345,9.2154,-1.1373,-1.2943,8.1714,1.8699
9.6920,10.9080,8.5766,0.3016,8.3528,10.7400
-1.4392,0.6225,10.6710,9.3620,1.5393,1.1063
10.3000,8.5214,1.8693,1.5421,-2.1368,9.8271
0.0666,-2.6611,1.5802,-2.2847,9.2786,11.0610
-1.2127,13.3410,-0.9196,8.3704,-2.3935,0.3818
12.3720,-0.4447,10.7980,11.6350,-2.3791,-3.7012
10.7360,-1.9362,12.0980,-1.4864,12.1430,0.9326
9.1143,6.8399,-2.2487,-0.6590,1.0472,0.8245
-0.4281,-1.7431,13.4280,-1.3589,10.4050,-0.5780
3.0003,10.0240,3.0341,10.1680,9.8562,7.4540
0.1688,8.4185,9.2662,10.5810,11.2150,8.8848
9.3212,0.1575,11.8190,11.7300,0.2097,-1.1710
7.8785,-1.0447,1.2925,7.7703,-1.1909,10.1470
0.6907,0.4515,-0.6448,10.4200,0.4937,9.8886
0.6488,8.8649,7.5127,0.8842,12.6560,9.5836
11.8520,9.9241,10.5170,10.5240,11.3260,0.7541
10.7530,-0.5544,1.3468,10.1260,12.4900,0.6589
8.1671,1.7567,-0.7450,10.7030,9.8334,0.7644
7.4535,-3.3750,0.7511,-3.2044,11.2140,0.4688
9.1464,-1.1144,11.1440,9.5828,-2.3219,11.5590
11.0950,0.2381,-2.2844,12.5330,9.1597,11.7320
10.5720,9.9056,10.0740,12.6500,-1.6700,10.3260
-0.3216,-3.4396,11.9690,-2.3329,-1.1062,9.5327
0.1638,9.7884,11.1650,1.0886,10.1800,-2.0357
1.8461,-1.2738,-2.1504,9.9519,7.9674,-1.1101
10.2220,8.3897,-1.0464,2.3153,0.4884,-1.0782
9.2729,11.8030,0.0884,12.9000,12.5590,11.8520
3.0735,-1.0607,11.3660,-1.1310,9.3641,8.2619
0.0890,2.2536,12.9130,9.4722,-0.0653,12.5600
8.7929,0.3944,-0.6489,12.6710,7.7734,-0.8782
7.1355,7.6255,1.5944,2.7218,11.2000,-0.5189
1.0264,2.6997,1.3941,10.1020,8.7510,-0.8542
12.2580,-0.2180,8.4084,12.2030,10.1460,-1.9600
8.5446,-0.8778,10.5270,9.7152,0.2719,11.2420
9.0813,0.3841,11.3070,-1.3958,-1.7610,-3.1563
9.3615,0.7418,-0.5650,0.4495,11.3240,10.5690
-2.3102,2.2749,-0.3085,8.8425,1.3306,2.5482
10.3500,8.9606,8.7436,8.8155,10.6340,0.4727
8.0326,-0.8717,6.6014,-0.5143,0.4213,9.0323
9.1041,-2.1321,12.6670,10.0770,8.8550,7.7562
0.8679,0.3701,-1.6293,9.3157,11.8190,10.7820
2.5759,-0.3912,14.1590,7.2704,9.3070,-0.8394
12.3810,10.1890,10.2460,10.0450,-1.6748,-0.6345
8.5309,8.5676,-0.2524,-0.2058,9.4860,11.8030
11.0790,7.5249,9.4463,10.4490,0.3521,-1.4838
-3.0613,1.0954,0.5627,-1.7072,11.8970,-0.8762
0.6129,8.8073,-1.4296,10.0940,9.6073,-3.3293
-0.3563,-1.2252,1.3475,-0.4733,10.1910,-0.2840
8.4710,8.5398,13.4010,9.8499,11.5030,11.4450
0.1023,7.3809,1.8553,-0.0108,0.5121,-2.0586
12.1420,10.4900,12.6040,7.4231,0.3450,-0.2531
-0.2436,12.0980,8.4719,11.1590,10.3840,1.3387
9.9405,8.9256,-2.1492,11.3800,9.6413,8.4364
-1.1676,12.2400,-0.2399,0.8982,1.4337,-2.2360
12.0030,0.2929,0.0268,-0.9967,-1.4523,11.0960
10.7760,10.4290,10.4490,11.5600,9.3042,-1.4606
0.8423,-1.9686,-1.2582,-0.8871,8.0429,0.2911
0.0572,2.5207,4.1575,0.3555,10.9520,11.6220
8.9742,11.0950,12.3920,0.9633,-1.1111,-2.1168
8.7708,9.5503,2.1406,8.8523,1.8053,10.5520
2.0408,1.8744,11.2480,9.7423,-1.0289,6.8663
11.4160,-2.3065,1.5820,8.6167,0.7490,10.2240
8.9575,7.5123,10.6090,-0.3956,9.4175,10.1260
0.7989,11.2330,8.8180,-0.5562,2.6117,10.6560
9.7928,3.6286,9.7032,0.1678,9.7704,9.2807
9.6511,-0.9073,13.4000,1.2787,-1.2940,8.9854
0.5222,-2.2602,11.2930,0.5933,1.4392,-0.6154
8.8750,8.4030,-1.4646,11.0410,2.7527,0.5216
10.2770,0.2896,0.5747,0.9645,9.9479,-1.2044
10.4310,7.5031,9.3213,-1.1374,8.5868,-0.1860
1.7100,12.3770,9.4921,-0.7933,-1.9019,10.0620
7.6294,8.6743,1.1443,10.6410,11.9040,0.0357
12.0170,9.2492,0.2317,7.9581,-1.4627,0.7538
-2.8672,14.3990,12.9920,10.3460,0.9421,8.3299
-0.1655,11.0000,0.1193,1.8949,13.2370,-0.4795
9.3496,0.1511,6.4246,1.5198,-0.0091,9.3102
-0.0653,11.3640,10.9630,8.5608,-2.5941,11.0470
1.2649,10.9390,10.8050,11.4030,-0.1782,10.9430
7.8509,1.7341,10.8880,10.2590,10.4220,-1.7887
-1.0006,-1.5659,2.7432,-0.4903,9.5984,-0.6661
-1.3433,0.8040,9.3463,-0.0868,0.7960,10.4060
-0.9285,0.2611,12.5110,12.8830,-0.1592,11.0420
10.6930,8.6364,1.1773,-3.8076,-0.0951,1.2129
10.2210,0.3980,7.7000,11.4900,9.9964,7.7627
10.7950,-1.6132,-2.0316,10.0010,10.9780,-1.2430
11.3790,8.0888,-1.3809,-0.3437,5.2778,7.1923
0.7144,8.0182,1.0662,9.6750,8.3020,-0.0843
9.5179,0.1629,-1.3194,8.4387,1.3574,7.6718
10.5160,0.2645,11.1560,9.0961,-0.6718,0.9254
-1.7946,-0.2591,1.6399,2.5107,9.0754,0.9516
2.8580,-1.8053,-0.7509,8.9644,10.1150,10.6690
8.3154,10.9160,8.3269,11.3590,-0.5135,-2.2670
-1.6999,-2.6335,7.6164,10.8670,11.0550,9.9463
1.4602,7.9668,9.8809,-1.1820,11.8960,9.4338
0.0125,-0.3304,-0.6269,0.9249,12.5110,0.8095
3.2788,10.4260,-0.7880,12.5780,8.3165,11.4240
-0.0097,10.5500,11.6730,7.5901,10.5990,-0.2052
-2.6679,0.4621,12.1090,12.0830,-0.4246,0.1737
10.7860,3.1438,11.4750,13.8730,10.3250,0.9850
1.3724,0.6413,3.0798,10.3590,7.4724,-0.1114
-1.3575,7.5894,0.0571,9.2439,10.4390,11.6380
10.5090,0.3521,-1.9574,0.0046,10.0170,11.1260
10.3010,8.1294,-0.9301,11.6300,-0.2095,10.1990
-1.2199,7.4241,7.1866,1.5986,9.0097,9.1405
12.5690,-0.0011,-2.2742,1.0417,-2.7684,10.3200
0.4029,2.1279,0.1765,10.9610,11.9850,-2.9798
10.0280,-2.7713,8.0286,9.1892,3.0387,7.7469
-0.8206,2.7775,7.4788,10.0490,9.7569,8.6803
1.6402,9.7115,11.7320,1.3811,0.3448,-0.5301
8.8255,11.0530,6.2430,10.2790,-2.4920,9.4201
-2.6919,-0.2623,-1.9650,-0.3687,2.6974,9.7307
1.8656,0.9184,12.5000,9.3273,-2.0551,-2.7292
11.9880,-0.9477,-5.7704,-0.5970,-0.6585,-0.9945
10.6750,8.6101,1.9366,11.9540,9.8523,10.8640
-0.6988,10.5000,-1.2146,-1.5355,-0.3563,11.9880
1.2493,9.5807,-1.6657,8.9231,-2.1643,8.3738
7.3514,3.0372,0.3130,0.3003,-0.9715,0.3324
0.6385,2.5163,10.8030,-2.3647,0.2005,8.2345
-1.3997,3.3441,-0.0784,0.5406,11.0440,10.5420
8.9756,-1.6681,-1.3017,9.2071,9.5718,8.7180
10.2790,-1.4481,3.1263,10.1540,-2.3146,-0.7727
2.2414,12.2760,1.1156,10.5560,11.5680,7.6466
8.0396,-0.2641,0.5816,3.3342,1.1519,-0.6943
13.9280,3.9333,-0.0621,10.5060,2.6780,8.7433
12.5230,2.1634,13.3810,0.7188,0.4628,1.0341
9.2788,9.6380,10.8950,11.9170,-0.7769,0.6561
8.9114,1.2907,1.8682,-0.1164,-1.5667,9.0882
-2.3899,-0.2672,11.3540,13.9230,0.4239,8.8239
9.8119,-1.7655,-1.0189,-0.5103,9.5658,8.8057
9.5606,-0.4083,-0.9442,8.7131,11.5780,10.5000
-0.0690,9.1304,2.1026,2.7420,-1.5009,2.4747
9.6373,0.3302,1.1860,7.3655,11.8720,12.4730
0.7159,9.5054,-0.5434,12.1100,12.6320,4.3640
-2.7223,9.9044,9.5522,7.6218,-0.8826,11.7580
8.7058,11.1270,11.0970,7.1457,8.0232,8.7604
-0.6719,10.7120,-0.9736,1.8966,-0.7580,10.7160
8.7628,9.2224,1.8006,6.9839,12.1660,0.7348
9.2702,9.4908,8.8497,2.7490,10.4780,9.8694
-0.6951,-0.6362,0.9469,1.5618,0.4477,8.0248
11.6220,11.4020,12.5530,9.1280,1.8157,-0.4885
8.6790,-0.0489,9.4171,1.9991,8.7140,0.5328
10.7650,0.0658,10.5730,-1.0726,-3.7005,10.9030
9.2727,10.3420,6.9892,8.0507,2.6162,9.4305
8.0480,8.0537,-0.9000,11.3360,0.4536,11.8430
1.2815,10.8450,-0.4195,12.8390,-1.4363,-0.0634
0.8104,7.5250,9.3435,10.5940,12.9280,-0.4370
10.6150,2.2966,1.2253,10.2660,2.3568,1.7592
-0.5403,7.7104,7.8381,8.1314,-0.1222,2.0642
15.0690,12.5720,-2.1290,9.2688,0.4312,-1.2343
-0.4258,9.9798,0.5918,1.9644,-3.6120,-1.1710
-1.2193,7.1087,9.7074,-0.4897,9.3676,4.2473
-0.5107,10.7900,9.0921,1.1882,11.0870,11.0450
1.6006,11.3200,11.2090,13.7120,8.9968,-2.2719
9.2514,0.9844,12.3540,9.8698,5.5409,11.0390
9.1638,0.8641,0.3284,12.5290,7.0386,8.8578
0.3048,0.5472,0.7322,10.6590,0.3928,11.6250
-0.1203,9.8373,8.5618,10.3010,2.1977,8.9053
